# Image list with two lines of data per image:
#   IMAGE_ID, QW, QX, QY, QZ, TX, TY, TZ, CAMERA_ID, NAME
# Number of images: 240, mean observations per image: TBD
48 0.6078344148518492 0.7349063904385258 -0.23175164141846086 0.1916796757983907 0 0 0 48 image_48.png

49 -0.19058498109312638 -0.5634254543827552 0.7614978596252595 -0.25758519390964063 0 0 0 49 image_49.png

50 -0.005532969118769162 -0.006689651707010782 0.7705527168574847 -0.63731714660467 0 0 0 50 image_50.png

51 0.6194581632186665 0.5123482496274238 0.3790818602055549 -0.4583315376324949 0 0 0 51 image_51.png

52 0.6044148714277935 0.7307719558430911 0.24447610333716505 -0.20220397287705105 0 0 0 52 image_52.png

53 0.303872056869052 0.8983355528690157 0.30053366030622003 -0.10165887333940503 0 0 0 53 image_53.png

54 0.18608405033598033 0.550119483376516 0.7711652299913611 -0.26085526307223095 0 0 0 54 image_54.png

55 0.3701293780812072 0.44750749787343364 0.6273223183590813 -0.5188525722369168 0 0 0 55 image_55.png

56 0.7614978624263951 0.2575852095333249 0.19058494265773465 -0.5634254564552904 0 0 0 56 image_56.png

57 0.7705527168574848 0.6373171466046701 0.0055329691187691625 -0.006689651707010783 0 0 0 57 image_57.png

58 0.30559125094948364 0.9034179828136619 -0.28489154341062295 0.09636775479970972 0 0 0 58 image_58.png

59 -0.002781698457229073 -0.00822355511646029 0.9472378875554374 -0.3204138256605854 0 0 0 59 image_59.png

60 -0.23175163946292512 -0.1916796539047145 -0.6078344299991725 0.7349063842373369 0 0 0 60 image_60.png

61 0.6589701073088542 0.22290399796261387 -0.23018810165854636 0.6805039626780105 0 0 0 61 image_61.png

62 0.13312782763532358 0.04503198090156917 -0.31724577507182183 0.9378721770072185 0 0 0 62 image_62.png

63 0.10829593026846793 0.08957058663810259 -0.6310157565308793 0.7629339529122788 0 0 0 63 image_63.png

64 -0.28018126848106223 -0.3387550940037324 0.6921280417921412 -0.5724528075255126 0 0 0 64 image_64.png

65 0.5360545537590162 0.4433658772392854 -0.45785420495777024 0.5535718031985994 0 0 0 65 image_65.png

66 -0.4435647648917114 -0.15004074423494285 -0.2831263672668182 0.837005098296468 0 0 0 66 image_66.png

67 0.9331082111688433 0.3156342940357585 -0.055206370668524775 0.1632063580729591 0 0 0 67 image_67.png

68 0.5631507250568761 0.6808812980606697 -0.36082806537343337 0.29843764182488364 0 0 0 68 image_68.png

69 -0.14086229082743137 -0.4164305311527507 0.8508306842091317 -0.28780301345696024 0 0 0 69 image_69.png

70 0.10980787666154748 0.13276400562350318 0.7590586119817238 -0.6278104591437321 0 0 0 70 image_70.png

71 0.6921280333801598 0.5724528139231713 0.2801812716123319 -0.3387550977896156 0 0 0 71 image_71.png

72 0.6310157565308793 0.7629339529122788 0.10829593026846793 -0.08957058663810259 0 0 0 72 image_72.png

73 0.3172457608393755 0.937872181902306 0.13312782833016493 -0.045031977164540916 0 0 0 73 image_73.png

74 0.23018808982147546 0.6805039681433324 0.6589701126012314 -0.22290397785557586 0 0 0 74 image_74.png

75 0.4578542161732815 0.5535718078427629 0.5360545452230154 -0.44336587017923623 0 0 0 75 image_75.png

76 0.8508306841638436 0.28780302219847226 0.1408622733062711 -0.41643053113058487 0 0 0 76 image_76.png

77 0.7590586119817238 0.6278104591437321 -0.10980787666154748 0.13276400562350318 0 0 0 77 image_77.png

78 0.2831263427030325 0.8370051046248351 -0.4435647682453836 0.15004074536936 0 0 0 78 image_78.png

79 0.05520637492696931 0.16320635885962703 0.9331082156665009 -0.3156342795877601 0 0 0 79 image_79.png

80 -0.3608280656397477 -0.2984375982749324 -0.5631507473576264 0.6808812985632039 0 0 0 80 image_80.png

81 0.3588041383403376 0.1213695036536509 -0.29655049894065505 0.8766908437247208 0 0 0 81 image_81.png

82 -0.22502728586687346 -0.07611799987219492 -0.3112536198062968 0.9201575706738071 0 0 0 82 image_82.png

83 -0.18305367651031143 -0.1514020425763827 -0.6190970883120053 0.748523592322483 0 0 0 83 image_83.png

84 -0.04731961759653295 -0.05721211265434775 0.7684549601801488 -0.6355820970816203 0 0 0 84 image_84.png

85 0.29187759235977423 0.2414093255300024 -0.5898519367822227 0.7131645681746056 0 0 0 85 image_85.png

86 0.7229059526247068 0.2445310234548147 0.20706843528591423 -0.61215539312837 0 0 0 86 image_86.png

87 0.8055845932181033 0.27249802299294185 -0.16857514232332152 0.498358015913493 0 0 0 87 image_87.png

88 -0.41186818027106703 -0.49797205110996584 0.5880646902108504 -0.48638293403526184 0 0 0 88 image_88.png

89 -0.023790143185346713 -0.07033067484198251 0.9446591070076436 -0.3195415416045514 0 0 0 89 image_89.png

90 0.335303417322923 0.4054008941929076 0.6553215581757382 -0.5420105060875509 0 0 0 90 image_90.png

91 0.7684549547538401 0.6355821046222008 0.047319603614635296 -0.05721211333311536 0 0 0 91 image_91.png

92 0.6190970883120053 0.748523592322483 -0.18305367651031143 0.1514020425763827 0 0 0 92 image_92.png

93 0.31125361999813256 0.9201575712409303 -0.22502728600556515 0.07611799182203856 0 0 0 93 image_93.png

94 0.29655048313247867 0.8766908472393944 0.35880413977879155 -0.12136951263875104 0 0 0 94 image_94.png

95 0.5898519489874836 0.7131645681161265 0.2918775880600997 -0.24140930107935868 0 0 0 95 image_95.png

96 0.944659109104054 0.31954153697791454 0.023790125095010828 -0.07033067382366578 0 0 0 96 image_96.png

97 0.6553215581757382 0.5420105060875509 -0.335303417322923 0.4054008941929076 0 0 0 97 image_97.png

98 -0.20706841490454725 -0.6121553938127414 0.7229059534328942 -0.24453103661123268 0 0 0 98 image_98.png

99 0.16857514274817173 0.498358017169476 0.8055845952483717 -0.2724980144310397 0 0 0 99 image_99.png

100 0.588064697458521 0.48638291469042 0.41186818534718356 -0.49797205724727944 0 0 0 100 image_100.png

101 0.8384096126142587 0.2836014329657882 -0.14914080511230302 0.44090426278979705 0 0 0 101 image_101.png

102 0.41913060728969204 0.1417756308904756 -0.2873541893860611 0.8495038401095439 0 0 0 102 image_102.png

103 0.3409515405807615 0.2819979262502606 -0.5715600852501291 0.6910486853435313 0 0 0 103 image_103.png

104 -0.44481773462598123 -0.5378099761586628 0.551866540368407 -0.4564437907653408 0 0 0 104 image_104.png

105 0.6820238222977599 0.5640957062532727 -0.2966475972797294 0.3586638301155257 0 0 0 105 image_105.png

106 -0.16024203507611143 -0.054203658215716835 -0.31580806226263297 0.933621829993612 0 0 0 106 image_106.png

107 0.9374446460818308 0.31710114434248254 0.046039299606316426 -0.1361057775443748 0 0 0 107 image_107.png

108 0.6281560280537724 0.7594764362479112 -0.1303526144335872 0.10781346443839798 0 0 0 108 image_108.png

109 -0.22363394236530462 -0.6611280365798448 0.6784076682162551 -0.22947900726562054 0 0 0 109 image_109.png

110 -0.09157421833471625 -0.11071841232721585 0.7625861790997902 -0.6307280833719938 0 0 0 110 image_110.png

111 0.5518665271535721 0.4564438061900515 0.4448177348563899 -0.53780997643724 0 0 0 111 image_111.png

112 0.5715600852501291 0.6910486853435313 0.3409515405807615 -0.2819979262502606 0 0 0 112 image_112.png

113 0.2873541901006789 0.8495038422221652 0.4191306083320231 -0.14177561370203856 0 0 0 113 image_113.png

114 0.14914078735863123 0.4409042628473157 0.8384096127236343 -0.2836014418893498 0 0 0 114 image_114.png

115 0.29664759762050147 0.3586638305275386 0.682023839467566 -0.5640956850528269 0 0 0 115 image_115.png

116 0.6784076683428755 0.22947902790055152 0.22363392044213756 -0.6611280367032399 0 0 0 116 image_116.png

117 0.7625861790997902 0.6307280833719938 0.09157421833471625 -0.11071841232721585 0 0 0 117 image_117.png

118 0.31580806212602663 0.9336218295897633 -0.16024203500679693 0.05420366617256869 0 0 0 118 image_118.png

119 -0.04603929098936847 -0.13610577556604303 0.937444648351347 -0.31710113973333753 0 0 0 119 image_119.png

120 -0.13035261149623492 -0.10781344238863308 -0.6281560531395844 0.7594764191339479 0 0 0 120 image_120.png

121 0.3968209859343195 0.13422911837353954 -0.2909558281474336 0.8601513558495493 0 0 0 121 image_121.png

122 -0.1845493542738575 -0.06242587969475137 -0.31428612513776477 0.9291225844458458 0 0 0 122 image_122.png

123 -0.15012596233393422 -0.12416781939842073 -0.6251288842846585 0.7558163970781325 0 0 0 123 image_123.png

124 -0.07508481245682938 -0.09078183250951216 0.7652155979692015 -0.6329028507197412 0 0 0 124 image_124.png

125 0.32280328075831266 0.26698765455871326 -0.5787238899769588 0.6997101495725527 0 0 0 125 image_125.png

126 0.6954281204066315 0.23523634314793893 0.2175698047946141 -0.6432005692252752 0 0 0 126 image_126.png

127 0.8266192066560422 0.2796131869077525 -0.15649028792175249 0.46263154094894227 0 0 0 127 image_127.png

128 -0.43275587804972304 -0.5232264658645929 0.565712208060921 -0.46789540827315085 0 0 0 128 image_128.png

129 -0.03774921156324024 -0.11159782173254545 0.9406769692206539 -0.31819453607620257 0 0 0 129 image_129.png

130 0.3112660462628387 0.3763383899843982 0.6724326344059556 -0.5561629409208398 0 0 0 130 image_130.png

131 0.7652155942136376 0.6329028556665829 0.07508480817541231 -0.09078183321907343 0 0 0 131 image_131.png

132 0.6251288842846586 0.7558163970781326 -0.15012596233393424 0.12416781939842074 0 0 0 132 image_132.png

133 0.31428612513776477 0.9291225844458458 -0.1845493542738575 0.06242587969475137 0 0 0 133 image_133.png

134 0.2909558281474336 0.8601513558495493 0.3968209859343195 -0.13422911837353954 0 0 0 134 image_134.png

135 0.5787239118364997 0.6997101404775097 0.32280326919385266 -0.2669876449938537 0 0 0 135 image_135.png

136 0.9406769743840021 0.3181945219818719 0.037749199889776236 -0.11159782234510263 0 0 0 136 image_136.png

137 0.6724326344059556 0.5561629409208398 -0.3112660462628387 0.3763383899843982 0 0 0 137 image_137.png

138 -0.2175698041092033 -0.6432005671989987 0.6954281182158223 -0.23523635579894886 0 0 0 138 image_138.png

139 0.15649028558986544 0.462631534055195 0.8266192123650893 -0.27961318274119124 0 0 0 139 image_139.png

140 0.5657122167761524 0.46789538255577107 0.4327558847166599 -0.5232264739252986 0 0 0 140 image_140.png

141 0.9081746908266014 0.3072002484719852 0.09110847970846946 -0.26934361549138136 0 0 0 141 image_141.png

142 0.8930449617409808 0.3020824616154503 -0.10685946444482562 0.31590811567917215 0 0 0 142 image_142.png

143 0.7264682113415073 0.600855275618962 -0.21254813876759657 0.25698280949815044 0 0 0 143 image_143.png

144 0.6371282816809637 0.7703244064002626 -0.019914147250329917 0.01647083257269558 0 0 0 144 image_144.png

145 0.73877582723823 0.6110348106409547 0.18121879466826354 -0.21910382409356396 0 0 0 145 image_145.png

146 0.5368024227810538 0.18157944143253354 -0.26401072671829484 0.7804936908925771 0 0 0 146 image_146.png

147 -0.5764125442201151 -0.19497796827755878 -0.25427611219161506 0.751715258273215 0 0 0 147 image_147.png

148 0.52512892337326 0.6349107557690356 0.4366744239052375 -0.3611694803726666 0 0 0 148 image_148.png

149 0.32031887075274684 0.9469572118999655 -0.024480377425540097 0.008280760317261687 0 0 0 149 image_149.png

150 0.5057663376848 0.6115002614519971 -0.4688962156578343 0.38781977882878255 0 0 0 150 image_150.png

151 -0.019914147154060795 -0.016470830075071205 -0.6371282979449611 0.7703243930043508 0 0 0 151 image_151.png

152 0.21254813876759657 0.25698280949815044 0.7264682113415073 -0.600855275618962 0 0 0 152 image_152.png

153 0.10685944821888096 0.3159081170386122 0.8930449655840005 -0.30208245457249955 0 0 0 153 image_153.png

154 -0.0911084878442777 -0.2693436152900617 0.9081746901477903 -0.3072002482423697 0 0 0 154 image_154.png

155 -0.1812187962266229 -0.21910382597770903 0.7387758386337216 -0.61103479572537 0 0 0 155 image_155.png

156 -0.02448037742135334 -0.008280780969127448 -0.3203188706979643 0.9469572117380121 0 0 0 156 image_156.png

157 -0.4688962156578343 -0.38781977882878255 -0.5057663376848 0.6115002614519971 0 0 0 157 image_157.png

158 0.2640107409544635 0.7804936906477716 0.5368024226126833 -0.1815794222836112 0 0 0 158 image_158.png

159 0.25427611219161506 0.751715258273215 -0.5764125442201151 0.19497796827755878 0 0 0 159 image_159.png

160 0.43667443197800354 0.3611694870495787 -0.5251288978767367 0.6349107675065813 0 0 0 160 image_160.png

161 0.8247961309791422 0.2789965345928298 0.15758706236047418 -0.46587401063337475 0 0 0 161 image_161.png

162 0.9411079583592711 0.318340298551518 -0.036499398206747434 0.1079030071940551 0 0 0 162 image_162.png

163 0.7655661714293005 0.633192839948606 -0.0725989053302875 0.08777621286969396 0 0 0 163 image_163.png

164 0.6246364578582942 0.7552210527258751 0.1530928129899311 -0.1266216713074601 0 0 0 164 image_164.png

165 0.6709496133308288 0.5549363267226429 0.31344768805331236 -0.37897603685302383 0 0 0 165 image_165.png

166 0.6979485519082205 0.23608892325763456 -0.21664436009508592 0.6404647222472598 0 0 0 166 image_166.png

167 -0.3934402102449296 -0.13308554401164835 -0.2914806758802784 0.8617029967024169 0 0 0 167 image_167.png

168 0.43091515345845727 0.521000941463792 0.5677625073586247 -0.4695911889628725 0 0 0 168 image_168.png

169 0.3140385650956219 0.9283907121793783 0.18819650239093527 -0.06365957633827161 0 0 0 169 image_169.png

170 0.5797678683411042 0.7009723697855237 -0.32005310411988114 0.26471298830942863 0 0 0 170 image_170.png

171 0.15309281716140677 0.12662164516135838 -0.6246364551475385 0.755221058506006 0 0 0 171 image_171.png

172 0.0725989053302875 0.08777621286969396 0.7655661714293005 -0.633192839948606 0 0 0 172 image_172.png

173 0.036499398206747434 0.1079030071940551 0.9411079583592711 -0.318340298551518 0 0 0 173 image_173.png

174 -0.1575870780272225 -0.46587400353906283 0.8247961364856559 -0.27899652131104197 0 0 0 174 image_174.png

175 -0.31344764296843824 -0.3789760360468855 0.6709496174558849 -0.5549363477512731 0 0 0 175 image_175.png

176 0.18819650357990372 0.06365955667729331 -0.31403855102909417 0.9283907180446693 0 0 0 176 image_176.png

177 -0.32005310411988114 -0.26471298830942863 -0.5797678683411042 0.7009723697855237 0 0 0 177 image_177.png

178 0.2166443607775813 0.6404647242649177 0.69794855410697 -0.23608891065767193 0 0 0 178 image_178.png

179 0.29148066328972755 0.8617030023348653 -0.39344020492104503 0.1330855508571292 0 0 0 179 image_179.png

180 0.5677624977371248 0.46959121709246104 -0.43091514615602006 0.5210009326347299 0 0 0 180 image_180.png

181 0.24548339768769759 0.08303749275606184 -0.30947944319533754 0.914912646374502 0 0 0 181 image_181.png

182 -0.33917190893206084 -0.11472869338951712 -0.29918236840870566 0.8844713978065507 0 0 0 182 image_182.png

183 -0.2759072734200652 -0.2282004252135201 -0.5950868430144239 0.719493844085827 0 0 0 183 image_183.png

184 0.03313955704448113 0.04006759385688428 0.7695393753747832 -0.6364789921350146 0 0 0 184 image_184.png

185 0.19969418659152233 0.16516525187593487 -0.6155682047604786 0.7442569829717895 0 0 0 185 image_185.png

186 0.7942750633623519 0.2686724489896093 0.17460778457202739 -0.5161921739444587 0 0 0 186 image_186.png

187 0.7363724205311928 0.24908621465267916 -0.2015658966044434 0.5958883328922278 0 0 0 187 image_187.png

188 -0.34730253250960164 -0.4199085250981376 0.6461215716937078 -0.5344012500494144 0 0 0 188 image_188.png

189 0.016661026248399973 0.049254941887874396 0.9459921727502169 -0.3199924530349053 0 0 0 189 image_189.png

190 0.40092343593602553 0.4847392351492546 0.5990192820123542 -0.4954434096862839 0 0 0 190 image_190.png

191 0.7695393712412459 0.6364789967239904 -0.03313956454481841 0.040067594145769256 0 0 0 191 image_191.png

192 0.5950868430144239 0.719493844085827 -0.2759072734200652 0.2282004252135201 0 0 0 192 image_192.png

193 0.29918236073895116 0.8844714000356331 -0.3391719097868563 0.11472869367866124 0 0 0 193 image_193.png

194 0.30947942846828647 0.9149126509861051 0.2454833989250529 -0.08303749317461104 0 0 0 194 image_194.png

195 0.6155681877392526 0.7442569966100872 0.1996941875648387 -0.165165252680956 0 0 0 195 image_195.png

196 0.9459921820694998 0.319992424683484 -0.016661040195434035 0.04925494237310118 0 0 0 196 image_196.png

197 0.5990192820123542 0.4954434096862839 -0.40092343593602553 0.4847392351492546 0 0 0 197 image_197.png

198 -0.17460778391194645 -0.5161921719930646 0.7942750603597033 -0.2686724620444591 0 0 0 198 image_198.png

199 0.201565877952692 0.5958883375754521 0.7363724263185141 -0.24908620143337706 0 0 0 199 image_199.png

200 0.6461215756753074 0.5344012418113224 0.34730253464978655 -0.4199085276857429 0 0 0 200 image_200.png

201 0.946953511864578 0.32031761890306554 -0.008329045775323144 0.02462308640454547 0 0 0 201 image_201.png

202 0.7516283980984471 0.25424672936183157 -0.19501631645179562 0.5765257913557267 0 0 0 202 image_202.png

203 0.611429624900875 0.5057078902248737 -0.3878959714761935 0.46898833553769986 0 0 0 203 image_203.png

204 0.6008232199363355 0.7264295022741253 -0.2570922663482244 0.2126386681557099 0 0 0 204 image_204.png

205 0.7703213833806205 0.6371258097254426 -0.016566811199781373 0.020030218544419404 0 0 0 205 image_205.png

206 0.26920680308363165 0.09106222017515364 -0.30721397856323884 0.9082152501503201 0 0 0 206 image_206.png

207 0.7805745769306143 0.2640380998399176 0.18153962314987926 -0.5366848021968929 0 0 0 207 image_207.png

208 0.6110620856030617 0.7388088403642862 0.2189925375900444 -0.18112673302935708 0 0 0 208 image_208.png

209 0.3020663698549905 0.8929973592382787 -0.316042649121226 0.10690495092616754 0 0 0 209 image_209.png

210 -0.3610903364026446 -0.43657878018064195 0.6349765564008216 -0.5251833113056448 0 0 0 210 image_210.png

211 -0.257092270310881 -0.21263869194606735 -0.6008232086841618 0.7264295032144071 0 0 0 211 image_211.png

212 0.3878959714761935 0.46898833553769986 0.611429624900875 -0.5057078902248737 0 0 0 212 image_212.png

213 0.19501629762634748 0.5765257943112013 0.7516284019515596 -0.2542467257088974 0 0 0 213 image_213.png

214 0.008329035941070855 0.02462308640656248 0.9469535119421482 -0.3203176189293045 0 0 0 214 image_214.png

215 0.01656682443347256 0.020030218465387904 0.7703213851772509 -0.6371258072115904 0 0 0 215 image_215.png

216 -0.3160426504323417 -0.10690495971300709 -0.30206635442144497 0.8929973629429143 0 0 0 216 image_216.png

217 0.6349765564008216 0.5251833113056448 0.3610903364026446 -0.43657878018064195 0 0 0 217 image_217.png

218 0.30721397856323884 0.9082152501503201 0.26920680308363165 -0.09106222017515364 0 0 0 218 image_218.png

219 -0.18153960716541967 -0.536684811377761 0.7805745711936238 -0.26403810912921727 0 0 0 219 image_219.png

220 0.21899254110485403 0.18112673593642412 -0.61106207524138 0.7388088471798059 0 0 0 220 image_220.png

221 0.6239725988423374 0.21106571332333596 -0.24108924107329338 0.7127309719606371 0 0 0 221 image_221.png

222 0.08587171996393739 0.02904707247856741 -0.31910661767898607 0.9433733523077369 0 0 0 222 image_222.png

223 0.0698543459807473 0.05777590011936367 -0.6347170509446652 0.7674090049987079 0 0 0 223 image_223.png

224 -0.2510864905206564 -0.30357787075197185 0.7082631570680923 -0.5857980462648014 0 0 0 224 image_224.png

225 0.5075850563758554 0.4198189915892247 -0.47953704777958334 0.5797875858034284 0 0 0 225 image_225.png

226 -0.485029246676623 -0.1640665836100603 -0.275236117112762 0.8136792155681012 0 0 0 226 image_226.png

227 0.9237371971429889 0.3124644610653023 -0.07098396174691687 0.2098495374316974 0 0 0 227 image_227.png

228 0.5474566927407588 0.661906302100949 -0.39455834523867406 0.32633560794819305 0 0 0 228 image_228.png

229 -0.1262347762002225 -0.3731872748353363 0.8706655432926941 -0.2945123951576447 0 0 0 229 image_229.png

230 0.14119017624069352 0.1707069791376215 0.7514355367745557 -0.621505507199385 0 0 0 230 image_230.png

231 0.7082631529457666 0.5857980559061489 0.25108647361414166 -0.3035778757484032 0 0 0 231 image_231.png

232 0.6347170509446652 0.7674090049987079 0.0698543459807473 -0.05777590011936367 0 0 0 232 image_232.png

233 0.31910660349182374 0.943373357062796 0.08587172039677249 -0.029047072624978743 0 0 0 233 image_233.png

234 0.24108922876583877 0.7127309742059557 0.6239726008080402 -0.2110657139882569 0 0 0 234 image_234.png

235 0.47953706399771406 0.5797875871885502 0.5075850463382613 -0.4198189832872218 0 0 0 235 image_235.png

236 0.8706655461142611 0.2945123961120714 0.12623475093729278 -0.3731872760447248 0 0 0 236 image_236.png

237 0.7514355367745557 0.621505507199385 -0.14119017624069352 0.1707069791376215 0 0 0 237 image_237.png

238 0.27523610018677314 0.8136792196694389 -0.48502924912140555 0.1640665844370354 0 0 0 238 image_238.png

239 0.07098396210471046 0.20984953848944082 0.9237372017990721 -0.3124644465088887 0 0 0 239 image_239.png

240 -0.3945583428072842 -0.32633560593721267 -0.5474567006234088 0.6619062980220789 0 0 0 240 image_240.png

